Content: Content Name,Active,Content Introduction Text,Content Conclusion Text,Shareable Direct Link
Recurring Events,1,"What are Recurring Events? Meet  Recurring Events , a tool designed to streamline your event planning process. If you have events with any sort of regular cadence, then this will be right up your alley. This feature allows you to set up a series of events scheduled for future dates based on the criteria you define. Essentially, it enables you to create multiple events automatically, saving you time and reducing manual errors. 
 The best place to create a recurring event is from a template event that you want to use as the baseline for all of your recurring events. We?ve included an easy to find button on your event page that will walk you through the process of creating your recurring events! 
 Imagine having a regular campus tour scheduled for the first Wednesday of every month; Recurring Events make this easy to set up with just a few clicks. 
 Use Cases I am a event organizer looking to schedule recurring team meeting. By using the recurring event feature you can organize monthly team meeting meetings with a consistent agenda. I am a faculty assistant looking to scheduling weekly workshops for students over a semester. The workshop has the same details each run so recurring events allows me to create one template event and not have without the repetitive setup process. ?","Sub Features &#128197; Advanced Scheduling For more nuanced scheduling requirements, this option allows for detailed customization of the event frequency 
 &#128221; EZ Scheduling A simple tool quickly set daily, weekly, or monthly events; ideal for straightforward schedules. 
 &#128260; Open-Ended Recurring Events This sub-feature enables the creation of events indefinitely, with options to define how they recur. 
 
 Frequently Asked Questions 
 Question: Can I make changes to one instance of a Recurring Event without affecting the others? Answer: Yes, each instance of a Recurring Event is independent once created. This means you can modify one event, such as changing the venue or time, without impacting the rest of the events in the series. 
 Question: What happens if I need to cancel one instance of a Recurring Event? Answer: You have the flexibility to cancel just one instance of a Recurring Event without affecting the entire series. Navigate to the specific event you wish to cancel within the series and select the 'Cancel Event' option. This will only cancel that specific instance and not the whole series of events. 
 Additional Resources Recurring Events Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D4KL
Attendee & AttendeeLink,1,"How Does Blackthorn Handle Attendees? Are you wondering what happens when someone registers for one of your events and how does it look for the Attendee? Look no further, whenever someone registers for any of your events they will have an Attendee record automatically created for them. You can find this Attendee record in the ?Attendees? related list on any event record. These Attendee records will be created close to real time as more people are registering for your events! There's more about the details of the Attendee record below but it?s important to know the Attendee object has a 1-1 relationship with Events. Basically this means every time you register for an event you?ll have a new attendee record corresponding to that event. Concerned with duplicate data in your org for someone who registers for more than one event? Keep reading and it will all become clear!  
 Use Cases Personalized Event Invites - When using the AttendeeLink to send event invitations, each Attendee has their own personal link to register for the event. This means all their basic info like Name, Email, Company Name, Phone number and more will be prefilled, making registration a breeze! Virtual Events - With the AttendeeLink having Virtual Events are simple! When you create your Event with a Webinar/Meeting URL the AttendeeLinks for each Attendee will display a ""Join Stream"" button allowing them to join the meeting when the event begins. This also tracks attendance for virtual events in Salesforce! QR Code Check-in - For all your in person events each Attendee's AttendeeLink will have a QR code for the Event and any sessions they registered for. This works together with our Mobile Check-in app to easily track attendance for your events and sessions.","Sub-Features &#128100; Attendee Record The 2 most important fields on the Attendee record is the ?Registration Status? field and the ?AttendeeLink Field?. Registration Status tells you if the Attendee is Registered, Canceled, Invited or waitlisted for your event. The AttendeeLink is a URL that is automatically created for each Attendee for each event, you can think of it as the Attendee?s way to interact with the Event. Generally the AttendeeLink is emailed to the Attendee in a confirmation email once they have completed the registration. The Registration Status of the Attendee actually controls the function of the AttendeeLink page. For example when an Attendee?s registration status is ?Registered? their AttendeeLink will display text thanking them for registering along with a QR code for being scanned in at the event if it was in person (more on virtual in a bit!). If your Event has sessions there will also be all the sessions listed for the ticket type the person registered for. This allows the Attendee to see which sessions they have registered for and sign up for new sessions completely self service for free sessions! 
 &#129309; Attendee to Event Relationship The Attendee record being tied to a specific event someone registered for has many benefits. You now have a way to keep track of all the events someone has registered for and all the accompanying details with their registration. The Attendee records are also able to be related to Contacts, Leads or Accounts, this is how we can easily see when looking at a contact how many Attendee records they have and for which events. When clicking into the Attendee record you?ll see all the details related to the person?s registration. This includes their Name, Email, Address, Phone Number, Company Name and any other information you collected during registration. This includes Custom Form questions if Mapped to the Attendee record (If not mapped they will show in the ?Form Submission Answers? related list on the right of the Attendee page) 
 &#128279; AttendeeLink Even for someone you?re inviting to your event - they will still have an Attendee record, their ?Registration Status? will be set to ?Invited? once the invite has been sent. This will cause the AttendeeLink to display the Event page with a personalized banner at the top of the ticket selection screen letting them know they?ve been invited to the Event, once they select which ticket they would like to register for, the registration fields will be pre-filled with data from Salesforce! This includes any of the standard registration fields - address, phone number, company name info as well as custom questions you define if they are mapped to fields in Salesforce! How does the AttendeeLink work for Virtual Events if it has a QR Code? For events that have a Venue the AttendeeLink for Attendees of this event will always have a QR code to be scanned with the Blackthorn mobile check-in app. For Events you define a Virtual Meeting link or Webinar Account for all Attendee?s Attendeelink will automatically have a button that allows them to join the video stream instead of the QR code! 
 FAQ?s 
 Question: What happens if an attendee doesn't have an attendeelink ? Answer: This would be impossible if they have an attendee record created for them in Salesforce. The attendeelink is auto-generated when the record is created in Salesforce. 
 Additional Resources Blackthorn Documentation on AttendeeLink Blackthorn Documentation on Attendee Object",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D4x3
Mobile Check-In App,1,"What is the Blackthorn Mobile Check-In App? With the Blackthorn Mobile Check-In app your check in process for in person events and sessions will be a breeze. From the app you'll be able to find attendees, scan their QR code, print a name badge and check in to any sessions they attend. The best part is all the attendance info is automatically synced to Salesforce for reporting on later. 
 Use Cases As a volunteer I need a quick and easy way to check folks in for an organizations event. I can use my own mobile device and Blackthorn's Mobile Check-in app to scan QR codes and swipe people in. All of this information flows back into the organizations Salesforce environment without me having to do anything extra! I am a salesforce admin and I need to have volunteers have the ability to update attendee records and their attendance status's so I give their users an events license along with the Blackthorn Events Limited Access permission set to accomplish this. ?","FAQ's Question: What if the event location/venue doesn't have a strong internet connection, can I still use the mobile check-in app? Answer: Yes! Our app actually supports offline mode. As you scan or swipe attendees into the event, you'll notice a yellow checkmark as opposed to a green checkmark. The updates are saved on your local device and once your device gets an internet connection again, Blackthorn will automatically push those updates into Salesforce for you. You can check when this happens as the yellow checkmarks will be turned green! 
 Additional Resources Blackthorn Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D5TJ
Event Groups,1,"What Are Event Groups? Looking to provide a neat, streamlined, and easily accessible presentation of your events to prospective attendees? The Event Groups feature is designed to be your ally in achieving this goal. With this feature, you can showcase a public or private listing or calendar of your events on your website or within your community, even framing it aesthetically on the page using iframe, enhancing the visual appeal and functionality of your event presentation. Imagine grouping related events under one umbrella, resembling different rooms in a virtual house, each room dedicated to a specific type of event, facilitating easy exploration for attendees. You can display your grouped events as lists, calendars, or through the attractive Aspen and Maple grid views, which support simple filtering and sorting to assist attendees in finding exactly what they're interested in! 
 Use Cases iFrame Integration - I ntegrate event groups seamlessly on your webpage through iFrames, enhancing the visual engagement and offering a cohesive look. Multi-Event Conferences - If you are organizing a conference that spans multiple days, the Event Group feature allows you to group all the individual events under one umbrella. This simplifies registration and enables attendees to receive information about multiple days and sessions in one centralized location. Attendees can choose which days or sessions to attend, and organizers can easily send updates or announcements to the entire group at once. Themed Event Series - Suppose you are running a series of webinars or workshops focused on a particular subject, like ""Sustainability in Business"" or ""Healthy Living."" The Event Group feature enables you to bundle these events, so attendees can register for the whole series at once. This is not only convenient for attendees but also helps to build community and engagement around the themed content. ?","Sub-Features 
 &#128270; Featured Events Highlight star events to steer attendees towards notable occurrences, amplifying their visibility 
 &#128450; Customized Filtering  Introduce a personal touch in the browsing journey with: -Category-Based Navigation : Guide users smoothly through varied zones of interest, like conferences, workshops, or virtual events. -Keyword-Driven Searches : Enable attendees to pinpoint events that align with their specific interests, promising a personalized browsing experience. 
 FAQ?s Question: Can I assign different access permissions for different events within an Event Group? Answer: Yes, each event within an Event Group can have its own set of access permissions (Visibility Control). The Event Group serves as a container to easily manage and access these events but does not override individual event Visibility Control. 
 Question: Can attendees register for the entire Event Group or do they have to register for each event individually? Answer: The Event Group feature allows registration from the group level to register for individual events. You will still need to go to a specific event page in order to register for it, but you can easily access all of the events in the group from the event group page! 
 Question: If I make a change to the Event Group, will it automatically update all the events within it? Answer: If you specify the Event Settings or Data Dictionary on the Event Group, that will override any Event Settings or Data Dictionary you have set in the event record. Other than those settings, no other changes to the group will propagate through the rest of the events. 
 Additional Resources Event Group Documentation ""Live in the Wild"" Event Group - Independent Sector ""Live in the Wild"" Event Group - Davenport University",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D5Zl
Email Template Builder,1,"What Is the Email Template Builder? Meet your new best friend in event planning, the Email Template Builder. This feature, residing in the heart of the Salesforce powered Blackthorn Events app, empowers you to craft beautiful, personalized emails without grappling with any code. Yes, even HTML and CSS can take a back seat while you take the reins in orchestrating emails that not just inform but dazzle! 
 Imagine having a palette of vibrant themes, easy drag-and-drop functionalities, and a bucket-load of pre-designed templates right at your fingertips; that's exactly what the Email Template Builder brings to your table. Creating reminder emails or post-event ""Thank you"" notes has never been this effortless and fun! 
 Use Cases Communicate on brand! - Use your logos, colors, shapes, and fonts to create an email that is on brand. This helps make your attendees feel confident when interacting with your emails and events. Personalization at it's best - Merge tags come to the rescue when you want to add that personal touch to your emails by including event and attendee-specific details dynamically. Save Time! - Reuse existing templates for your new events, saving you precious time and maintaining a consistency in your communication style. ?",Additional Resources Blackthorn Documentation Custom Merge Tags for the Email Builder,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D6XR
Event Email Configuration Tool,1,"What Is the Email Configuration Component? This tool is crafted to fine-tune your attendee email communications without getting tangled in Salesforce flows. Imagine having a control panel where every email reaches its rightful owner, at the right moment, setting a rhythm in your communication strategy- THAT is the email configuration tool. Here, the Email Template Builder becomes your closest ally, working with the Configuration tool to send out emails that are not just well-crafted but reaches the attendees based on their registration statuses, be it ""Registered"", ""Waitlisted - Pending"", or just ""Pending"". Here's your answer! 
 Use Cases Personalized Communication - No more one-size-fits-all emails! Craft distinct emails for different attendee statuses, adding a personal touch to your communications. Right Sender Identity - Match the email with the right voice behind it, choosing from various verified organization-wide email addresses to find that perfect sender identity. ?","FAQ?s 
 
 Question : My Emails (Confirmation, Reminder, Etc.) are coming from ""Noreply@salesforce.com on behalf of ......."" I don't want that; I want it to come from ME! How do I fix this? Answer : There's an easy way to ensure this doesn't happen! Make sure the Organization-Wide Email Address you're sending from is set up as a ""User Selection"" Purpose Go to the Setup Menu In the search bar at the top, type in ""Organization-Wide Email Addresses"" Find the Email you're using, and confirm the 'Purpose' for it (typically far right column) 
 Additional Resources Blackthorn Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D6cH
Smart Scheduler For Events,1,"What Is the Smart Scheduler? The Blackthorn Smart Scheduler tool is our answer to automating email or SMS text communication to your event and session attendees! It allows you to filter your recipients, schedule for now or later, leverage templates, and send tests before scheduling. For example, maybe you want to let registrants know the day of your event where to park. Using the ?Smart Scheduler? you can set it up and forget it! 
 Use Cases Event Specific Schedules - Ideal for event organizers who need to setup individual scheduled for each event. You can setup invites, pre-event reminders, post-event survey emails all from the Smart Scheduler to send exactly when you need! Scheduling ahead of time - The Smart Scheduler lives up to it's name as you can create a schedule when setting up your event and when people begin registering they will be added to the list of recipients. Example: I setup a reminder email to be sent to all registered attendees 1 day before the event. The Smart Scheduler will send to all attendees that meet the criteria at the time the email is to be sent. So you can create your schedules ahead of time and not worry about anyone missing out on an email if they registered later. Send Emails or SMS messages (using the Blackthorn Messaging App) on a schedule! Invitations Reminders Updates Post Event Surveys AND MORE!","Sub Features &#128235; Email and SMS The Smart Scheduler allows you to choose if you want to schedule an Email or an SMS message to be sent to your attendees. This gives the event organizer the flexibility to schedule some text and some email reminders. *Blackthorn Messaging is required to send SMS with the Smart Scheduler 
 &#128467; Static and Dynamic Schedules With the Smart Scheduler you have multiple options to schedule Email or SMS sends. You can set them to send at a set time and date you choose ex. 12/24/2023 at 10am, or dynamically schedule them ex. 1 day after the event end date/time send this thank you email. You always have the option to send the email right away as well! 
 
 FAQ's Question: What if I do not see the Communication tab for the Smart Scheduler? Answer: Your IT team must enable the Smart Scheduler before you can use it . Please follow the documentation linked below. 
 Question: How do we enable the Smart Scheduler Feature? Answer: You can check out our documentation here , which goes over the process, but broadly, the steps are: Update your Blackthorn Package (Base, Payments, and Events OR Messaging and Base) Assign the Blackthorn Base Admin Permission Set Confirm you have an Organization-Wide Email Address set up Activate the Smart Scheduler Feature Toggle in the Setup menu (Custom Metadata Types) Go to the ""Blackthorn | Scheduler Admin"" tab (Find it in the App Switcher) Create an Account by clicking the ""No, I Need an Account"" button From there, you'll just need to add it to the page layouts and go! 
 Additional Resources Smart Scheduler Setup Smart Scheduler Permission Sets Setting up Post Event Surveys Scheduling Event Reminders",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D6ij
Reporting,1,"How Does Reporting Work? Use Salesforce Reporting with Blackthorn to easily create custom reports in your Salesforce environment. This tool integrates with standard Salesforce functions, allowing you to analyze attendee data, event registrations, and donations. It offers clear insights into your event metrics, enhancing your data-driven decision-making. 
 Use Cases Admissions Event Analysis - Scenario:  A university hosts admissions events to engage prospective students. Leveraging Blackthorn's Quick Action Buttons, admissions officers can swiftly access the ""Attendees Report,"" gaining valuable insights into attendee demographics and engagement levels. Personalized Event Invites - When using the AttendeeLink to send event invitations, each Attendee has their own personal link to register for the event. This means all their basic info like Name, Email, Company Name, Phone number and more will be prefilled, making registration a breeze! Financial Analysis for Fundraising Galas - Scenario:  Hosting fundraising galas to support scholarships, the university utilizes the ""Financials Report"" quick action to obtain a comprehensive financial overview. This report aids in tracking donations, expenses, and overall event profitability, empowering the fundraising team to strategize for future initiatives and enhance donor relationships . ?","Sub Features &#128193; Blackthorn Reports Folder Explore Blackthorn's Report Folder?an all-in-one reporting hub. It has everything you need for event management, like attendee stats, financial snapshots, and budgeting tools. Easily access these reports in your Salesforce environment. It's a game-changer for making smart decisions about your events. 
 &#127939;??? Report Quick Action Button Embark on a smoother reporting journey with Blackthorn's Quick Action Buttons?integrated right into event record pages. These buttons are like shortcuts to important reports, giving you instant access to key event insights. Just click on ""Attendees Report"" for a detailed look at who's coming to your event. Need to check expenses and budget? Hit ""Expense and Budget Report"" for a clear overview. And for real-time financial info, use ""Financials Report."" With Blackthorn's Quick Action Buttons, reporting is easier than ever, putting all the info you need right at your fingertips. 
 Additional Resources View Form Response Report View Attendee Report",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D6pB
Discount Codes,1,"WHAT ARE DISCOUNT CODES? 
 Discount Codes in Blackthorn are part of the Blackthorn Payments package, providing a versatile approach to offering discounts and special access for events and event items. These codes enhance the event experience by offering customized pricing and access options, catering to different attendee groups or promotional strategies. 
 Use Cases Access-Promo Codes for Special Access Utilize Access-Promo codes to grant special access to certain event items or to provide promotional benefits, enhancing attendee engagement. Discount for Event Items Create discount codes that reduce the cost of specific event items, making them more attractive to potential attendees. Source Codes for Tracking Implement Source codes to track user interactions through a flow, such as in embedded URLs, providing valuable insights for event marketing strategies.","Sub Features Code Eligibility Records Set up code eligibility records to relate codes to specific events or event items, allowing for targeted application of discounts or access privileges? Types of Discount Codes Blackthorn offers three types of codes - Discount, Access-Promo, and Source - each serving different purposes from price reduction to special access and tracking 
 Frequently Asked Questions 
 Q: How is the discount amount calculated and applied for group registrations? A: When a group registers using a discount code, the discount is applied to the group?s total cost rather than individually. The discount amount is then reflected on the Invoice record 
 Q: Can discount codes be used for sessions within an event? A: No, discount codes are not supported for sessions, only for specific events or event items 
 Q: What is the significance of setting Code Settings to 'Required' on the Event record? A: Setting the Code Settings field to 'Required' means that attendees must have a valid code to proceed with checkout, which is especially relevant for Access-Promo codes 
 Additional Resources Blackthorn Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D8Sn
Paid Events & Payment Gateways,1,"Paid Events Through Blackthorn 
 Blackthorn makes it easy to have events with paid tickets, sessions, add on products and optional donations. Before your first paid event you'll need to setup a payment gateway to be used, this will be where your paid event's revenue will flow. 
 Our supported payment gateways are: Stripe Authorize.net Spreedly  (with Spreedly  we support many gateways found here ) CashNet  (Event checkout only) TouchNet  (Event checkout only)",Additional Resources Paid Checkout Process Documentation ?,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D8hJ
Event Language Translation,1,"WHAT IS EVENT LANGUAGE TRANSLATION? 
 The 'Translations - Google and Static' feature in Blackthorn Events offers two powerful translation options. 
 Google Translations provides swift, automated language conversion, perfect for rapid content translation across various languages. 
 Static Translations give you the control to ensure key phrases and industry-specific terminology are translated with precision, offering consistency in messaging and compliance across multiple languages. Leverage Static Translations for content where accuracy is paramount, and rely on Google Translations for broader reach. Elevate your global event experience by choosing the right translation approach with Blackthorn Events, and ensure your message resonates clearly with every attendee.",,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D8kX
Pre-Checkout & Checkout Details,1,"What are Pre-Checkout and Checkout Details? 
 The Pre-Checkout Details and Checkout Details fields in Blackthorn Events are customizable rich-text fields designed to optimize the attendee registration journey. The Pre-Checkout Details field is an informative space available on the pre-checkout page, perfect for presenting attendees with critical information, instructions, or even promotional content before they finalize their registration. The Checkout Details field appears at the final stage of the checkout process, allowing for the communication of last-minute details, confirmations, or additional steps attendees may need to take post-purchase. 
 ?",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000D8nl
iFrame Events,1,"What is iFraming? Blackthorn's iFraming feature revolutionizes the integration of event content into webpages. It allows for seamless embedding of various event elements, such as calendars, session details, and specific event items. This feature is essential for creating a more interactive and engaging online presence for your events, making it easier for attendees and interested parties to access important information directly on your site. 
 Use Cases I am an event organizer who is looking to illustrate my events as a calendar. Using the iFrame feature you can embed a calendar on your site to provide visitors with a quick, comprehensive view of all scheduled events, facilitating better planning and engagement. I am an event organizer or marketer looking to organize multiple events in one view. By using an iFrame, you can Showcase entire event groups on your website through iFrames, allowing visitors to view a collection of related events in one place. This is especially useful for series or themed events, where cohesion and ease of access are key. I am an event organizer looking to organize my event by specific details. Use iFrames to display specific session details within an event, helping attendees find the sessions most relevant to their interests and making it easier for them to navigate the event. 
 ?","Sub Features ?? Customizable iFrame Sizing Adjust the height and width of the iFrame to ensure it integrates seamlessly with your website's design, maintaining aesthetic consistency. 
 &#128394; iFrame Injectors for Diverse Content Employ the iFrame Injectors feature to embed various types of content, enhancing the interactive and visual appeal of your event pages. 
 FAQ's 
 
 Question: How do I prepare for iFraming? Answer: Steps to Take Before Contacting Support: Determine Content for iFraming: Decide which event elements you want to display through the iframe, such as calendars, session details, event overviews, event items, or event groups. Prepare Your Webpage: Ensure that the webpage where the iframe will be embedded is prepared. This includes finalizing the layout and design to accommodate the iframe. Allowlist Your Domain: Ensure that the domain where Blackthorn Events will be located is HTTPS and set up with an SSL certificate. Navigate to the Blackthorn | Events Admin page, click the Allowlist Domains tab, click New, and add your domain to be allowlisted??. Adjust CSP Settings for Redirect URLs: If you're planning to set up redirect URLs within the iframe, ensure that your redirection domain has relaxed CSP rules or that the parent domain is added to the frame-ancestor rule??. Gather Relevant Event Details: Collect necessary details like event IDs or session information related to the content you intend to iframe. Understand Iframe Sizing: Decide on the appropriate dimensions for the iframe to ensure it fits well within your website's layout. Information to Provide to Blackthorn Support: Domain Information: Share your domain with Blackthorn Support as it needs to be added to your License Metadata in the LMO??. Specific Content Needs: Clearly state the type of content (event overviews, calendars, etc.) you wish to display through the iframe. Iframe Dimensions: Provide the desired height and width for the iframe. CSP Settings: Inform them about any adjustments made to the CSP settings, particularly if redirect URLs are involved. Technical Challenges or Questions: Detail any technical issues encountered or questions you have regarding the iframe setup. Additional Considerations: iFraming into a Visualforce Page: If you plan to iframe into a Visualforce page, ensure that you have the correct code and that the jQuery library is loaded if required??. By following these steps and providing detailed information to Blackthorn Support, you can facilitate a smooth and efficient setup process for the iframe on your website. 
 Question: How can I set up a Redirect URL within an iframe? Answer: Adjust the Content Security Policy (CSP) settings to either relax rules for the redirect domain or include the parent domain in the frame-ancestor rule for proper redirection. 
 Question: Is it possible to integrate analytical tools like Google Analytics with the Iframe Injectors? Answer: Yes, you can integrate tools like Google Analytics by including third-party sources in your CSP rules, ensuring full functionality within the iFrames. 
 Additional Resources Blackthorn Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000DFSf
Registration in a Salesforce Community/Experience Cloud,1,"What is the Digital Registration Experience? Do you leverage Salesforce experience cloud? If so our Blackthorn Events Lightning Component might be for you! This component allows you to display a list or calendar of your event group or even a dynamic event. Similar to iFraming, which will put your event on a public site, this feature allows you to put your event on the experience cloud and is even easier! 
 When displaying your event or event group inside your digital experience there is a unique registration experience, pre-filling the information for the logged in user.",Additional Resources Blackthorn Documentation,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000DFUH
Custom CSS,1,"Introduction Unlock a world of design flexibility with Blackthorn's Custom CSS Injection?a feature designed to cater to your unique event page styling preferences. Elevate your event experience by injecting custom CSS at three distinct levels: Event Settings, Event Groups, and Events. With granular control, the hierarchy ensures that specific design elements can be targeted at the most relevant level, providing unparalleled flexibility. 
 How it works Getting started is a breeze. Simply navigate to the desired level?Event, Event Settings, or Event Group?and locate the Custom CSS Url field. This field serves as the gateway for injecting your personalized CSS, allowing you to shape the visual aesthetics of your event pages. 
 Custom CSS can be added to remove, modify, or enhance various elements on your event pages. Whether it's hiding specific sections, adjusting greetings, or reshaping the overall layout, the possibilities are endless. Take advantage of full CSS capabilities to tailor your event pages precisely to your vision. 
 Note: Ensure your custom CSS is correctly served as a public file with a MIME type of 'text/css' for seamless loading.","Sub Features 
 Event Groups  Looking to provide a neat, streamlined, and easily accessible presentation of your events to prospective attendees? The Event Groups feature is designed to be your ally in achieving this goal. With this feature, you can showcase a public or private listing or calendar of your events on your website or within your community, even framing it aesthetically on the page using iframe, enhancing the visual appeal and functionality of your event presentation. 
 Imagine grouping related events under one umbrella, resembling different rooms in a virtual house, each room dedicated to a specific type of event, facilitating easy exploration for attendees. You can display your grouped events as lists, calendars, or through the attractive Aspen and Maple grid views, which support simple filtering and sorting to assist attendees in finding exactly what they're interested in! 
 Event Groups Would you like to save time by not having to enter the same styles, look, and feel each time you create a new event? For example, perhaps your font and color rarely change. Enter Event Settings! Event Settings allow you to customize various elements on one record that show up on every event you add them. Basically you can save your styles and repeatable event features in templates we call Event Settings records. 
 In addition to relating many events to one Event Setting, you have the ability to create multiple Event Setting records. Each Event Setting record can be a type of event that looks and acts different from the next group of events. 
 Use Cases Branding Consistency Across Events Scenario:  A university hosts a variety of events, each with its unique branding requirements. Leveraging Blackthorn's Custom CSS Injection, the university's marketing team ensures consistent branding elements across all events. By injecting custom CSS at the Event Settings level, they effortlessly customize event pages to align with the university's branding guidelines, fostering a cohesive and recognizable online presence. Interactive Gala Experience Scenario:  Hosting an annual gala, the non-profit injects custom CSS at the Event level to create an interactive and engaging event page. They modify elements such as background images, fonts, and color schemes to match the gala's theme. This customization enhances the overall visual appeal, contributing to a memorable and immersive experience for attendees. 
 Additional Resources Blackthorn Documentation Additional CSS Walkthrough Video (Hiding the Success Screen Party Horn)",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000DFVt
Post-Event Surveys,1,"How to use Post-Event Surveys with Blackthorn Events 
 Do you have a need to collect event feedback or other info from attendees after your events? Look no further, Post-Event Surveys are an important feature of Blackthorn Events. Allowing you to capture critical feedback, gauge effectiveness of your events and understand attendee engagement. 
 Use Cases Create customizable survey questions Schedule when your surveys are sent with the Smart Scheduler Report on survey responses in Salesforce to gain insight into Event ROI","Additional Resources 
 Blackthorn Documentation on Post-Event Surveys",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000UQcz
Custom Use Case Content Template,0,HEADER ? Paragraph,Additional Resources Links,
Learning Template,0,"Header Paragraph 
 Pro-Tips Paragraph 
 ?","FAQ?s 
 Question: Answer: 
 
 Additional Resources Link",
Assign Licenses & Permission Sets,1,"What Is Assigning Licenses and Permission Sets? Assigning licenses and permission sets in Blackthorn Events is essential to ensure users have the appropriate access and capabilities within the system. This process involves granting specific permissions to users based on their roles and responsibilities. 
 Use Cases Event Organizer: Needs permissions to create and manage events, track registrations, and view event analytics. System Administrator: Requires full access to configure and customize the Blackthorn Events app, manage user permissions, and troubleshoot issues. Sub-Features Blackthorn Events Permission Sets Blackthorn Events Admin Full access to all features in Blackthorn Events. Can configure settings, manage events, and access analytics. Blackthorn Events User Access to create and manage their own events. Can view reports and dashboards related to their events. Blackthorn Events Read-Only View-only access to events and related data. Useful for stakeholders who need to monitor event performance. How to Assign Licenses and Permission Sets Navigate to Setup: Go to Setup in Salesforce. Type Users in the Quick Find box and select Users. Select the User: Click on the name of the user you want to assign a license or permission set to. Assign Licenses: In the user detail page, find the Permission Set License Assignments section. Click Edit Assignments. Select the appropriate Blackthorn Events license and click Add. Assign Permission Sets: Scroll down to the Permission Set Assignments section. Click Edit Assignments. Choose the relevant Blackthorn Events permission set (e.g., Admin, User, Read-Only) and click Add. 
 Pro-Tips Chat with your CRM IT team regarding how many team members need to do specific actions. Then your CRM IT team will decide how many users are needed for each application.  
 
 ?",Additional Resources How to Assign Licenses How to Assign Events Permission Sets Assign Licenses Detail on Events Permission Sets Details on Payments Permission Sets,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000XUvN
Events Authorization/Re-Authorization,1,"What Is Events Authorization/Reauthorization? Events authorization/reauthorization in Blackthorn Events ensures that the Events app is correctly set up and authorized to access event data. This process is crucial for making event information visible on registration pages and ensuring smooth event management operations. 
 Salesforce Administrator: Responsible for initially authorizing the app and reauthorizing when there are changes to the authorized user's permissions or profile. System Administrator: Ensures the app remains authorized correctly, manages permissions, and addresses any authentication issues. Authorization Process Initial Authorization Granting access when first setting up Blackthorn Events. Ensuring users have the correct permissions and licenses. Reauthorization Necessary when the authorized user's permissions or profile changes. Required if a new user takes over the role or if there are authentication errors. 
 How to Authorize/Reauthorize Events Access Navigate to the Events Admin App : From the App Launcher, navigate to the Events (Admin) app. Click the Blackthorn | Events Admin tab. Authorize the App: Click Authorize the App. Click Allow to grant permissions. If successful, a success message will appear. Reauthorize as a New User: If reauthorizing as a new user, reschedule all Blackthorn Events scheduled jobs: Go to the Blackthorn | Events Admin tab. Click Schedule Recommended Event Jobs. Click Scheduled Jobs. For more detailed instructions, visit: Authorize Events Blackthorn Events Admin Tab 
 
 Still having any OAuth issues? If you are still experiencing authorization issues, there is one additional step you may need to take, which is typically performed automatically during Installation via the Candyshop. 
 Salesforce recently announced a  change to its security policy  around Connected Apps, effective August 28th. As a result, Blackthorn recommends verifying that these Connected Apps are installed in your Salesforce orgs. Blackthorn | Connected App - required to use Blackthorn Events and Blackthorn Payments Mobile Check-in App - required for using Blackthorn Mobile Check-in Blackthorn | Mobile Connected App - required for using Blackthorn Mobile Payments Blackthorn Message - required for using Blackthorn Messaging Please review the attached pdf for instructions to check that the necessary Connected Apps are installed and connected correctly.","FAQ?s Question: Why do I need to reauthorize the app? Answer: Reauthorization is needed if the initial authorized user has new permission sets, a new user takes over the role, or if there are authentication errors. 
 Question: What permissions are required for authorization? Answer: The authorizing user needs both an Events and Payments license with the Blackthorn | Events (Admin) and Blackthorn | Payments (Admin) permission sets. A system administrator profile is required to authorize the Blackthorn Events App. 
 
 Additional Resources Step By Step Guide to Reauthorize Events Authorize Events Error Codes and Quick Fixes Configuration Tab",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000000XUwz
